id,short_name,overall,potential,value_eur,wage_eur,height_cm,weight_kg,club_name,league_level,club_jersey_number,club_contract_valid_until,nationality_name,weak_foot,skill_moves,international_reputation,release_clause_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_speed,position,position_grouped,league_country,height_weight_ratio,age,preferred_foot_Left,preferred_foot_Right,real_face_No,real_face_Yes,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium
238177,A. Hartigan,63,71,1100000.0,1000,178,68,AFC Wimbledon,3,8,2022,England,3,2,1,2100000.0,70.0,55.0,63.0,63.0,57.0,67.0,58,54,45,66,52,61,59,62,64,63,67,72,72,58,69,58,79,74,66,55,56,58,58,64,53,62,58,60,57,,LDM,M_LDM,England,2.6176470588235294,21,False,True,True,False,False,False,False,False,False,False,False,False,True
246396,L. Sánchez,63,76,1200000.0,800,175,76,América de Cali,1,24,2024,Colombia,3,3,1,2400000.0,66.0,57.0,58.0,65.0,33.0,63.0,48,59,33,60,39,66,61,62,57,62,64,67,76,61,69,52,52,71,66,60,48,22,60,65,56,52,32,39,41,,RCM,M_RCM,Colombia,2.3026315789473686,20,False,True,True,False,False,False,False,False,False,False,False,False,True
225024,M. Holgate,77,81,13500000.0,56000,184,75,Everton,1,4,2025,England,3,3,1,26700000.0,73.0,43.0,69.0,69.0,78.0,77.0,69,37,76,77,40,67,53,35,76,70,70,75,67,77,64,55,78,76,75,42,81,78,52,62,40,74,78,80,77,,RCB,D_RCB,England,2.453333333333333,24,False,True,False,True,False,False,False,False,False,False,False,False,True
173030,Ó. Trejo,75,75,2800000.0,18000,180,79,Rayo Vallecano,1,8,2023,Argentina,4,2,1,6200000.0,71.0,72.0,75.0,78.0,69.0,77.0,73,70,64,76,72,78,74,72,75,76,68,73,91,75,78,75,66,89,75,72,70,72,72,75,73,71,70,68,67,,CAM,M_CAM,Spain,2.278481012658228,33,False,True,False,True,False,False,True,False,False,False,False,False,False
225077,S. Fet,67,72,1500000.0,2000,178,74,FK Bodø/Glimt,1,19,2023,Norway,3,2,1,2000000.0,70.0,55.0,62.0,67.0,62.0,71.0,57,56,54,67,48,67,55,32,64,67,71,70,72,66,63,55,65,86,66,55,65,67,64,68,51,67,62,65,54,,RCM,M_RCM,Norway,2.4054054054054053,24,False,True,True,False,False,False,False,False,False,False,True,False,False
191528,Hou Sen,60,60,120000.0,2000,188,81,Beijing Guoan FC,1,1,2023,China PR,1,1,1,186000.0,,,,,,,20,12,24,26,15,28,25,24,42,33,37,51,58,60,56,42,65,25,57,12,29,25,14,47,15,49,16,12,13,43.0,GK,G_GK,China,2.3209876543209877,32,False,True,True,False,False,False,False,False,False,False,False,False,True
239613,M. Pessina,78,85,28000000.0,42000,183,75,Atalanta,1,32,2025,Italy,2,3,2,53200000.0,70.0,70.0,74.0,78.0,67.0,72.0,70,76,63,80,59,78,52,45,74,81,70,70,79,78,65,66,59,83,68,66,70,68,81,80,56,76,67,68,67,,LF,A_LF,Italy,2.44,24,True,False,True,False,False,False,False,False,False,False,False,False,True
232441,M. Higashiguchi,71,71,210000.0,4000,184,78,Gamba Osaka,1,1,2022,Japan,3,1,1,263000.0,,,,,,,12,8,11,17,9,8,14,10,28,12,34,32,34,66,46,56,59,45,54,6,26,12,12,25,15,26,29,12,14,33.0,GK,G_GK,Japan,2.358974358974359,35,False,True,False,True,False,False,False,False,False,False,False,False,True
252897,C. Ramsay,60,77,600000.0,500,177,68,Aberdeen,1,22,2024,Scotland,2,2,1,1400000.0,73.0,43.0,56.0,60.0,54.0,68.0,60,33,50,57,27,60,59,54,55,56,72,73,72,51,66,66,61,74,65,43,68,53,57,52,39,56,53,56,55,,RB,D_RB,Scotland,2.6029411764705883,18,False,True,True,False,True,False,False,False,False,False,False,False,False
232437,F. Ricca,73,75,3500000.0,18000,178,73,Club Brugge KV,1,18,2023,Uruguay,3,2,1,5200000.0,70.0,52.0,60.0,67.0,72.0,73.0,68,40,68,67,24,64,45,40,58,68,71,69,70,70,72,72,79,78,68,66,78,73,58,50,38,65,72,73,73,,LB,D_LB,Belgium,2.4383561643835616,26,True,False,False,True,False,False,True,False,False,False,False,False,False
223879,L. Ramos,71,71,1600000.0,950,185,84,Club Bolívar,1,18,2022,Argentina,4,3,1,3400000.0,68.0,73.0,54.0,66.0,32.0,78.0,37,75,75,65,77,65,51,45,48,68,69,67,71,65,57,70,75,66,85,70,77,21,72,57,70,70,40,21,22,,ST,A_ST,Bolivia,2.2023809523809526,32,True,False,True,False,False,False,True,False,False,False,False,False,False
259696,A. Giménez,64,64,525000.0,500,184,78,Guaireña FC,1,2,2021,Paraguay,2,2,1,1100000.0,68.0,25.0,46.0,57.0,61.0,66.0,68,23,42,46,24,53,43,27,35,66,71,65,53,51,57,26,55,70,73,21,45,65,42,36,33,53,55,69,64,,RB,D_RB,Paraguay,2.358974358974359,28,False,True,True,False,False,False,False,False,False,False,False,False,True
223633,L. Paqarada,70,73,1900000.0,10000,184,76,FC St. Pauli,2,23,2023,Kosovo,3,3,1,3100000.0,79.0,47.0,66.0,68.0,64.0,67.0,72,36,56,66,41,66,76,73,65,70,77,81,75,67,65,68,61,74,66,54,64,62,51,58,44,65,64,68,67,,LB,D_LB,Germany,2.4210526315789473,26,True,False,True,False,False,False,True,False,False,False,False,False,False
228153,J. Powell,64,71,1200000.0,2000,178,68,Burton Albion,3,8,2022,England,3,3,1,2300000.0,74.0,59.0,63.0,65.0,53.0,58.0,60,57,42,65,53,63,61,63,63,64,72,75,73,61,72,61,59,68,53,63,58,50,62,63,59,62,52,58,54,,CAM,M_CAM,England,2.6176470588235294,22,True,False,True,False,False,False,True,False,False,False,False,False,False
213446,R. López,74,74,3800000.0,19000,184,74,Deportivo Toluca,1,2,2021,Mexico,3,3,1,6500000.0,82.0,66.0,74.0,69.0,67.0,69.0,84,54,66,72,60,72,75,77,77,68,81,83,71,62,53,83,58,81,71,77,51,68,68,64,68,67,65,66,71,,RB,D_RB,Mexico,2.4864864864864864,28,False,True,True,False,False,False,True,False,False,False,False,False,False
224179,Borja Iglesias,80,80,21500000.0,34000,187,86,Real Betis Balompié,1,9,2024,Spain,3,3,1,45200000.0,65.0,80.0,64.0,74.0,35.0,80.0,50,82,80,73,71,74,51,36,65,79,61,69,60,76,73,83,70,71,90,74,69,30,83,71,79,80,32,31,18,,ST,A_ST,Spain,2.1744186046511627,28,False,True,False,True,False,False,True,False,False,False,False,False,False
240865,A. Scully,64,73,1300000.0,3000,175,66,Lincoln City,3,11,2023,Republic of Ireland,3,3,1,2500000.0,81.0,62.0,55.0,66.0,34.0,55.0,56,66,45,56,51,64,49,55,48,62,80,81,84,58,81,61,63,77,48,57,43,25,60,59,63,58,33,37,38,,LW,A_LW,England,2.6515151515151514,22,False,True,False,True,False,False,True,False,False,False,False,False,False
233795,B. Brereton Díaz,71,79,4200000.0,25000,188,75,Blackburn Rovers,2,22,2022,Chile,3,3,1,8800000.0,83.0,68.0,62.0,72.0,41.0,73.0,64,69,63,67,64,75,68,30,53,71,85,82,72,68,63,72,42,76,77,61,69,36,72,64,66,64,34,44,37,,LW,A_LW,England,2.506666666666667,22,False,True,True,False,False,False,True,False,False,False,False,False,False
219525,E. Cerutti,70,70,1600000.0,9000,179,75,San Lorenzo de Almagro,1,7,2022,Argentina,3,4,1,2400000.0,83.0,63.0,64.0,72.0,36.0,64.0,63,57,58,66,65,73,63,51,63,68,85,82,79,68,68,71,66,70,59,68,70,34,67,68,68,71,56,17,18,,RW,A_RW,Argentina,2.3866666666666667,29,False,True,True,False,False,False,False,False,False,False,False,False,True
224487,E. Brophy,65,67,900000.0,2000,174,68,St. Mirren,1,9,2024,Scotland,3,3,1,1600000.0,78.0,64.0,59.0,66.0,31.0,71.0,56,64,62,60,60,64,65,67,48,64,80,76,80,60,79,67,83,74,72,63,64,38,63,66,67,61,23,27,23,,LS,A_LS,Scotland,2.5588235294117645,25,False,True,True,False,False,False,True,False,False,False,False,False,False
193173,M. Lund,65,65,675000.0,5000,183,76,Salford City,4,8,2022,Northern Ireland,3,2,1,1200000.0,67.0,64.0,62.0,63.0,64.0,76.0,54,64,67,66,50,62,61,54,65,64,66,67,61,64,66,67,75,80,75,65,73,63,65,65,53,65,63,64,65,,LDM,M_LDM,England,2.4078947368421053,30,False,True,True,False,False,False,True,False,False,False,False,False,False
189725,T. Cleverley,74,74,3500000.0,43000,175,67,Watford,1,8,2022,England,3,3,2,6700000.0,60.0,69.0,74.0,73.0,61.0,65.0,74,64,48,76,68,72,59,62,75,75,65,55,69,75,75,74,59,68,61,75,71,66,69,77,72,67,56,71,52,,LCM,M_LCM,England,2.611940298507463,32,False,True,False,True,False,False,True,False,False,False,False,False,False
247336,A. McCalmont,64,76,1400000.0,11000,175,70,Morecambe,3,25,2022,Northern Ireland,3,2,1,,66.0,58.0,60.0,67.0,56.0,62.0,47,59,49,65,44,63,57,62,64,65,68,65,81,63,90,56,58,74,58,65,58,62,57,63,50,62,55,57,55,,LCM,M_LCM,England,2.5,21,False,True,True,False,False,False,False,False,False,False,False,False,True
224874,A. Pellegrino,71,71,1600000.0,5000,190,68,FK Bodø/Glimt,1,11,2021,Norway,3,4,1,2000000.0,83.0,72.0,63.0,70.0,37.0,64.0,62,71,62,63,73,70,69,68,58,69,83,83,81,70,57,75,73,75,64,74,47,39,71,65,64,74,34,33,32,,LW,A_LW,Norway,2.7941176470588234,31,False,True,True,False,False,False,True,False,False,False,False,False,False
223731,B. Śpiączka,64,64,575000.0,1000,184,70,Górnik Łęczna,1,18,2023,Poland,3,2,1,776000.0,84.0,62.0,52.0,64.0,35.0,70.0,37,64,59,63,60,62,58,31,51,62,85,84,83,57,69,63,83,66,68,59,75,19,59,54,66,51,31,39,45,,ST,A_ST,Poland,2.6285714285714286,30,False,True,True,False,False,False,False,False,False,False,True,False,False
240786,A. Koiki,61,66,475000.0,2000,187,81,Northampton Town,4,14,2022,England,2,3,1,867000.0,75.0,54.0,52.0,59.0,55.0,66.0,58,54,53,56,49,58,48,34,49,59,74,75,69,53,64,59,54,67,71,51,57,56,51,45,53,45,51,57,57,,LB,D_LB,England,2.308641975308642,22,True,False,False,True,False,False,True,False,False,False,False,False,False
247062,S. Juma,64,72,1300000.0,500,174,71,Al Ain FC,1,44,2024,United Arab Emirates,3,2,1,3100000.0,77.0,40.0,51.0,55.0,59.0,74.0,54,35,55,55,42,52,49,32,51,56,76,77,59,56,76,59,87,75,72,29,73,62,45,46,36,55,56,62,61,,RB,D_RB,UAE,2.4507042253521125,23,False,True,True,False,False,False,False,False,False,False,False,False,True
192563,B. Leno,83,84,28000000.0,87000,190,83,Arsenal,1,1,2023,Germany,3,1,3,55300000.0,,,,,,,9,9,13,50,10,16,9,8,48,35,55,56,52,78,44,57,73,43,70,14,28,25,7,56,23,62,27,15,18,55.0,GK,G_GK,England,2.289156626506024,29,False,True,False,True,False,False,False,False,False,False,False,False,True
226579,A. Zendejas,68,77,2700000.0,5000,165,64,Club Necaxa,1,21,2026,Mexico,3,2,1,5100000.0,76.0,59.0,63.0,71.0,40.0,65.0,65,68,50,69,42,73,56,61,65,69,75,76,80,56,79,60,56,67,67,42,59,40,67,53,60,52,37,40,41,,LM,M_LM,Mexico,2.578125,23,True,False,True,False,False,False,False,False,False,False,False,False,True
228290,J. Laporte,72,74,2500000.0,13000,185,82,FC Lorient,1,15,2023,France,3,2,1,5200000.0,51.0,27.0,44.0,51.0,72.0,80.0,26,19,70,64,33,43,28,25,53,62,51,51,46,65,53,41,87,82,83,27,70,70,29,29,39,53,74,73,70,,CB,D_CB,France,2.2560975609756095,27,False,True,True,False,False,False,False,False,False,False,True,False,False
187701,G. Corral,66,66,725000.0,3000,175,70,Puebla FC,1,4,2022,Mexico,4,3,1,1200000.0,65.0,55.0,62.0,63.0,64.0,64.0,67,48,63,65,37,63,70,55,64,63,65,65,63,66,68,63,61,64,68,64,57,65,51,51,62,61,65,62,62,,RB,D_RB,Mexico,2.5,31,False,True,True,False,False,False,True,False,False,False,False,False,False
261687,S. Breza,58,65,350000.0,3000,193,87,Club de Foot Montréal,1,1,2021,Canada,2,1,1,,,,,,,,11,6,12,25,7,5,14,12,32,16,33,32,28,51,29,41,48,34,66,7,27,12,8,32,11,23,7,11,13,33.0,GK,G_GK,USA,2.218390804597701,23,False,True,True,False,False,False,False,False,False,False,False,False,True
220306,A. Ceesay,63,64,550000.0,4000,189,75,FC Zürich,1,9,2022,Gambia,2,2,1,839000.0,88.0,61.0,54.0,60.0,33.0,64.0,49,62,55,58,55,64,55,42,50,49,88,88,71,65,69,66,72,69,63,54,59,17,62,60,59,55,40,30,27,,RS,A_RS,Switzerland,2.52,27,True,False,True,False,False,False,False,False,False,False,False,False,True
209315,D. Butler,66,67,925000.0,4000,177,75,Peterborough United,2,3,2024,England,2,2,1,1800000.0,73.0,44.0,57.0,62.0,61.0,73.0,63,42,50,59,35,59,60,54,51,60,73,73,80,59,71,49,90,85,67,47,67,61,49,54,35,56,62,62,61,,LWB,D_LWB,England,2.36,27,True,False,True,False,True,False,False,False,False,False,False,False,False
168965,R. Riou,68,68,400000.0,2000,189,81,Stade Malherbe Caen,2,1,2022,France,1,1,2,700000.0,,,,,,,14,11,12,42,13,12,13,15,34,23,45,53,39,66,51,49,61,32,75,13,29,28,18,39,23,48,14,13,12,48.0,GK,G_GK,France,2.3333333333333335,34,False,True,True,False,False,False,False,False,False,False,False,False,True
214761,A. Giménez,66,66,150000.0,500,195,80,Club Deportivo Jorge Wilstermann,1,13,2022,Paraguay,2,1,1,323000.0,,,,,,,17,19,13,32,12,16,17,28,27,28,49,43,35,65,54,50,60,31,64,12,38,11,8,13,18,58,13,16,20,47.0,GK,G_GK,Bolivia,2.4375,34,True,False,True,False,False,False,False,False,False,False,False,False,True
235456,J. Bellegarde,73,81,6500000.0,17000,172,70,RC Strasbourg Alsace,1,17,2023,France,3,3,1,14300000.0,79.0,60.0,69.0,75.0,69.0,69.0,60,58,60,75,48,73,57,39,73,74,78,79,83,73,84,67,60,80,65,60,65,69,70,74,47,70,70,71,67,,RCM,M_RCM,France,2.4571428571428573,23,False,True,True,False,False,False,False,False,False,False,False,False,True
251672,K. Al Khathlan,63,66,575000.0,4000,178,68,Al Raed,1,4,2023,Saudi Arabia,3,2,1,992000.0,73.0,28.0,52.0,55.0,57.0,59.0,56,23,49,56,25,54,53,42,48,55,73,73,59,56,71,31,60,79,52,28,53,66,51,48,39,47,54,56,57,,LWB,D_LWB,Saudi Arabia,2.6176470588235294,26,True,False,True,False,False,False,True,False,False,False,False,False,False
197774,C. McAleny,65,65,725000.0,6000,178,66,Salford City,4,18,2023,England,3,3,1,1300000.0,81.0,64.0,59.0,66.0,24.0,56.0,62,63,50,60,58,64,63,58,50,63,82,81,84,62,81,67,33,82,46,63,54,24,63,58,62,61,24,17,17,,LM,M_LM,England,2.696969696969697,29,False,True,False,True,False,True,False,False,False,False,False,False,False
243852,B. Motshwari,67,67,975000.0,500,172,66,Orlando Pirates,1,6,2022,South Africa,3,3,1,2100000.0,76.0,58.0,66.0,69.0,55.0,67.0,57,54,55,73,54,68,55,53,74,68,74,77,68,65,83,64,67,70,68,58,59,57,61,62,61,68,50,58,61,,RCM,M_RCM,South Africa,2.606060606060606,30,False,True,True,False,False,True,False,False,False,False,False,False,False
172928,C. Lines,63,63,190000.0,2000,188,79,Stevenage,4,14,2022,England,4,3,1,333000.0,51.0,59.0,65.0,62.0,55.0,63.0,63,56,50,65,49,61,65,64,64,64,50,52,58,61,57,63,51,62,71,61,46,51,62,66,65,66,56,58,53,,LDM,M_LDM,England,2.3797468354430378,35,False,True,True,False,False,False,False,False,False,False,False,True,False
238743,H. Wright,66,74,1900000.0,4000,193,90,Antalyaspor,1,9,2022,United States,4,2,1,,77.0,66.0,48.0,64.0,22.0,72.0,44,68,61,52,56,66,51,34,41,65,71,81,63,58,45,72,70,65,90,60,38,12,62,53,64,69,20,20,18,,ST,A_ST,Turkey,2.1444444444444444,23,False,True,True,False,False,False,False,False,False,False,False,True,False
214986,F. Meza,73,73,2100000.0,11000,176,74,Club Necaxa,1,30,2026,Argentina,2,2,1,3600000.0,71.0,38.0,60.0,66.0,73.0,72.0,60,32,74,72,33,63,31,34,64,64,70,72,73,71,71,66,87,69,71,21,74,80,54,52,46,73,70,73,71,,RCB,D_RCB,Mexico,2.3783783783783785,31,False,True,True,False,False,False,False,False,False,False,True,False,False
226093,C. Adams,76,81,11500000.0,46000,178,70,Southampton,1,10,2024,Scotland,3,3,1,22700000.0,84.0,77.0,62.0,74.0,40.0,77.0,55,76,63,70,70,73,63,59,53,75,83,84,78,74,74,86,76,77,79,75,74,36,77,62,69,71,33,42,36,,RS,A_RS,England,2.5428571428571427,25,False,True,False,True,False,False,True,False,False,False,False,False,False
223816,J. Rodríguez,80,80,23000000.0,79000,177,79,Cruz Azul,1,21,2022,Uruguay,3,4,1,39100000.0,88.0,80.0,67.0,81.0,38.0,76.0,68,84,71,67,72,81,64,62,65,81,90,87,91,80,72,80,74,84,76,72,68,35,81,68,80,72,23,40,45,,ST,A_ST,Mexico,2.240506329113924,28,False,True,True,False,False,False,True,False,False,False,False,False,False
230205,Nosberto Vila,69,69,1400000.0,6000,176,75,Atlético Clube Goianiense,1,8,2024,Brazil,3,3,1,2700000.0,60.0,56.0,63.0,68.0,68.0,70.0,71,44,72,69,58,65,54,41,65,73,59,61,81,57,62,66,63,72,71,67,69,75,48,52,76,57,70,60,68,,RM,M_RM,Brazil,2.3466666666666667,25,False,True,True,False,False,False,True,False,False,False,False,False,False
213702,H. Ongenda,70,73,2100000.0,7000,171,72,FC Botoşani,1,10,2022,France,4,4,1,3000000.0,77.0,64.0,70.0,73.0,34.0,62.0,67,63,41,70,58,71,77,68,69,72,82,73,83,65,83,70,60,77,61,61,46,38,67,72,58,68,31,34,31,,LCM,M_LCM,Romania,2.375,26,False,True,True,False,False,False,False,False,False,False,False,True,False
230336,Danisco Fachini,75,75,2800000.0,30000,169,68,Flamengo,1,8,2024,Brazil,3,2,1,5000000.0,66.0,43.0,67.0,69.0,74.0,70.0,55,19,67,78,12,66,48,69,76,71,68,65,63,74,77,76,76,79,64,71,71,84,38,55,60,74,69,74,72,,LDM,M_LDM,Brazil,2.485294117647059,33,False,True,True,False,False,False,False,False,False,False,False,False,True
209610,J. Vázquez,70,70,975000.0,12000,166,64,Deportivo Toluca,1,35,2021,Mexico,3,2,1,1700000.0,70.0,53.0,67.0,66.0,69.0,68.0,50,40,53,78,48,59,58,59,70,70,74,67,71,70,84,68,72,86,61,64,60,73,65,65,56,78,67,73,69,,LCM,M_LCM,Mexico,2.59375,33,False,True,True,False,False,False,False,False,False,False,False,False,True
231335,J. Flores,66,67,900000.0,500,175,72,Club Always Ready,1,19,2021,Bolivia,2,2,1,2000000.0,70.0,38.0,55.0,59.0,63.0,59.0,68,43,65,61,30,50,52,32,49,66,74,67,71,55,77,32,74,69,58,30,47,62,53,43,34,57,63,65,57,,LCB,D_LCB,Bolivia,2.4305555555555554,27,True,False,True,False,False,False,True,False,False,False,False,False,False
182945,M. Gradel,76,76,4700000.0,19000,175,70,Demir Grup Sivasspor,1,7,2022,Côte d'Ivoire,4,4,2,9400000.0,78.0,77.0,71.0,79.0,42.0,63.0,68,79,65,70,67,78,68,72,67,79,80,76,83,76,75,75,72,74,59,78,59,51,77,78,75,79,31,40,35,,LM,M_LM,Turkey,2.5,33,False,True,False,True,False,False,True,False,False,False,False,False,False
208722,S. Mané,89,89,101000000.0,270000,175,69,Liverpool,1,10,2023,Senegal,4,4,4,186900000.0,91.0,83.0,80.0,89.0,44.0,77.0,78,86,84,84,75,90,77,64,71,88,93,90,93,91,88,83,87,85,72,80,75,35,90,84,71,84,42,42,38,,LW,A_LW,England,2.536231884057971,29,False,True,False,True,False,False,True,False,False,False,False,False,False
256692,M. Name,69,72,1600000.0,4000,178,73,Paris FC,2,5,2023,Senegal,4,2,1,2900000.0,68.0,56.0,67.0,67.0,64.0,73.0,61,53,53,69,43,65,54,69,70,69,67,68,65,65,70,62,59,83,72,59,66,66,62,69,56,66,65,65,61,,LDM,M_LDM,France,2.4383561643835616,26,False,True,True,False,False,False,False,False,False,False,True,False,False
229501,Victor Braga,68,70,1000000.0,3000,193,85,FC Arouca,1,1,2022,Brazil,3,1,1,2100000.0,,,,,,,13,12,11,22,18,18,17,19,18,19,47,45,30,60,45,52,59,33,75,13,23,20,14,31,23,32,10,13,18,46.0,GK,G_GK,Portugal,2.2705882352941176,29,False,True,True,False,False,False,False,False,False,False,False,False,True
215064,J. Furch,76,76,6500000.0,16000,188,88,Club Atlas,1,9,2021,Argentina,3,3,1,11100000.0,53.0,77.0,61.0,69.0,39.0,78.0,51,81,80,69,70,68,60,48,57,75,55,52,54,77,48,79,83,73,88,72,60,46,81,63,64,77,39,25,27,,ST,A_ST,Mexico,2.1363636363636362,32,False,True,True,False,False,False,False,False,False,False,False,True,False
224870,D. Johnson,64,64,600000.0,6000,178,82,Mansfield Town,4,11,2023,England,3,2,1,1100000.0,68.0,65.0,48.0,63.0,24.0,67.0,38,66,61,56,60,61,41,44,37,62,69,68,72,61,73,68,60,74,71,62,51,20,65,53,60,60,18,21,18,,LS,A_LS,England,2.1707317073170733,28,True,False,True,False,False,False,True,False,False,False,False,False,False
239686,A. Barylla,66,70,1100000.0,2000,180,84,FC Erzgebirge Aue,2,23,2024,Germany,2,2,1,1800000.0,69.0,44.0,56.0,60.0,62.0,75.0,61,47,63,59,28,59,41,47,56,60,71,67,64,61,61,56,79,83,74,32,66,60,50,50,31,58,61,63,61,,LM,M_LM,Germany,2.142857142857143,24,False,True,True,False,False,False,False,False,False,False,False,False,True
153048,M. Eikrem,75,75,5500000.0,8000,184,69,Molde FK,1,7,2022,Norway,4,3,1,7200000.0,62.0,70.0,79.0,75.0,44.0,46.0,77,69,41,82,75,73,83,72,78,75,63,62,83,78,68,68,32,55,44,73,44,44,74,78,61,79,43,40,58,,CAM,M_CAM,Norway,2.6666666666666665,31,False,True,True,False,False,False,False,False,False,False,False,True,False
219951,A. Salétros,67,72,1500000.0,2000,183,73,Sarpsborg 08 FF,1,20,2022,Sweden,3,3,1,2000000.0,65.0,57.0,67.0,64.0,61.0,68.0,66,53,46,67,53,61,64,62,68,66,62,68,71,66,72,63,67,82,67,59,54,67,64,70,50,60,61,63,59,,RCM,M_RCM,Norway,2.506849315068493,25,True,False,True,False,False,False,False,False,False,False,False,False,True
210243,Ricardo Pereira,84,84,40500000.0,130000,175,70,Leicester City,1,21,2023,Portugal,4,3,3,77000000.0,83.0,67.0,78.0,82.0,80.0,75.0,82,66,67,82,59,81,78,52,77,83,82,83,79,83,82,74,75,84,69,64,79,79,77,76,61,81,80,84,83,,RB,D_RB,England,2.5,27,False,True,False,True,True,False,False,False,False,False,False,False,False
228410,D. Iversen,70,75,1900000.0,26000,193,80,Preston North End,2,12,2022,Denmark,2,1,1,,,,,,,,17,14,16,27,20,11,16,11,21,16,40,44,32,58,48,50,59,44,67,15,19,20,14,33,21,47,14,18,13,42.0,GK,G_GK,England,2.4125,24,False,True,True,False,False,False,False,False,False,False,False,False,True
205295,H. Soudani,71,71,1200000.0,14000,182,75,Damac FC,1,2,2022,Algeria,4,4,1,2000000.0,73.0,71.0,68.0,73.0,43.0,74.0,70,70,71,68,68,73,71,59,65,73,72,74,76,68,72,75,69,62,80,70,75,48,75,68,67,73,40,37,28,,RM,M_RM,Saudi Arabia,2.4266666666666667,33,True,False,True,False,False,False,True,False,False,False,False,False,False
224019,Pedro Chirivella,73,77,4000000.0,16000,178,66,FC Nantes,1,5,2023,Spain,3,3,1,8300000.0,64.0,52.0,70.0,72.0,66.0,69.0,63,46,58,77,40,69,57,48,75,77,62,65,75,75,65,65,53,78,65,57,73,67,55,69,51,74,65,69,68,,LDM,M_LDM,France,2.696969696969697,24,False,True,True,False,False,False,False,False,False,True,False,False,False
226542,D. Martínez,66,66,450000.0,550,180,76,Deportivo Pasto,1,1,2026,Colombia,3,1,1,608000.0,,,,,,,17,14,18,27,16,11,20,18,17,25,42,46,36,60,52,52,57,31,35,12,16,22,19,21,25,36,27,14,15,44.0,GK,G_GK,Colombia,2.3684210526315788,31,False,True,True,False,False,False,False,False,False,False,False,False,True
204614,Mário Rui,78,78,12000000.0,54000,170,67,Napoli,1,6,2025,Portugal,3,3,2,20400000.0,80.0,49.0,73.0,79.0,71.0,64.0,78,27,60,75,53,77,74,66,70,79,84,77,88,73,86,69,90,81,50,73,73,71,59,66,60,71,70,74,73,,LB,D_LB,Italy,2.537313432835821,30,True,False,True,False,False,False,True,False,False,False,False,False,False
205585,J. Price,72,72,2100000.0,6000,170,69,Colorado Rapids,1,19,2025,England,3,2,1,3200000.0,48.0,47.0,73.0,65.0,63.0,74.0,70,37,46,75,34,59,62,68,78,67,53,43,71,73,85,57,71,78,69,61,82,68,49,72,50,74,66,64,61,,RCM,M_RCM,USA,2.463768115942029,28,False,True,True,False,False,False,False,False,False,False,True,False,False
163156,R. Keogh,67,67,325000.0,5000,188,87,Blackpool,2,26,2022,Republic of Ireland,3,2,1,601000.0,50.0,31.0,58.0,58.0,67.0,71.0,52,28,71,67,23,58,33,30,65,60,52,49,45,66,58,51,68,68,75,12,65,64,50,58,38,70,68,66,69,,LCB,D_LCB,England,2.160919540229885,35,False,True,True,False,False,False,True,False,False,False,False,False,False
242332,G. Busio,67,81,2400000.0,4000,170,61,Venezia FC,1,27,2024,United States,4,3,1,5800000.0,64.0,62.0,65.0,71.0,59.0,65.0,48,63,58,72,53,68,70,65,64,68,67,62,84,66,91,61,79,73,59,64,64,54,66,69,60,68,58,67,49,,CM,M_CM,Italy,2.7868852459016393,19,False,True,True,False,False,False,False,False,False,False,False,False,True
202978,Min Sang Gi,69,69,1200000.0,3000,184,77,Suwon Samsung Bluewings,1,39,2022,Korea Republic,3,2,1,1500000.0,77.0,38.0,50.0,52.0,68.0,77.0,34,22,67,63,43,43,28,38,58,53,77,77,76,68,60,58,86,77,80,55,68,66,36,45,32,57,70,68,67,,CB,D_CB,South Korea,2.3896103896103895,30,False,True,True,False,False,False,False,False,False,False,True,False,False
237355,N. Kabamba,63,63,500000.0,5000,191,75,Northampton Town,4,9,2023,Congo DR,4,3,1,875000.0,72.0,61.0,46.0,61.0,25.0,79.0,35,62,63,57,53,60,59,40,39,63,70,73,68,58,54,64,77,73,82,55,77,22,64,43,67,58,20,21,19,,RS,A_RS,England,2.546666666666667,28,False,True,True,False,False,False,True,False,False,False,False,False,False
167919,M. Done,62,62,210000.0,2000,178,65,Rochdale,4,16,2022,England,2,3,1,368000.0,71.0,59.0,59.0,63.0,55.0,67.0,61,57,47,59,57,61,60,56,54,62,73,70,72,62,73,63,78,72,67,59,58,55,61,62,59,65,55,58,53,,LWB,D_LWB,England,2.7384615384615385,33,True,False,True,False,True,False,False,False,False,False,False,False,False
